Date,Barcode,FlyHeight,Axial_Play,Oil_Top,Oil_Bottom,Max_force
06/11/2021,AD2SQ100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.43,13.4,8.1,8.1,1186
06/11/2021,AD2SQ100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.32,13.4,8.1,8.1,1186
06/11/2021,AD2T5100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.2,14.2,8.11,8.11,429
06/11/2021,AD3Q7100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.43,13.9,8.16,8.14,746
06/11/2021,AD3R4100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.25,13.9,8.13,8.11,607
06/11/2021,AD3RH100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.66,13.2,8.11,8.16,708
06/11/2021,AD3RR100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.9,13.7,8.16,8.11,700
06/11/2021,AD3RV100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.51,14.8,8.13,8.14,437
06/11/2021,AD3RX100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.84,13.9,8.13,8.16,585
06/11/2021,AD3S8100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.02,14.3,8.13,8.11,550
06/11/2021,AD3SE100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.95,13.2,8.13,8.16,599
06/11/2021,AD3SG100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.03,13.8,8.16,8.13,478
06/11/2021,AD3YG100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.75,14.3,8.12,8.11,775
06/11/2021,AD3YG100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.89,14.3,8.12,8.11,775
06/11/2021,AD42W100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.39,13.7,8.11,8.12,403
06/11/2021,AD430100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.29,13.3,8.12,8.11,453
06/11/2021,AD43T100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.63,13.5,8.1,8.12,431
06/11/2021,AD43Y100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.73,14.1,8.16,8.12,430
06/11/2021,AFFFB100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.73,14.6,8.07,8.09,411
06/11/2021,AFFFP100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.71,14.4,8.15,8.17,985
06/11/2021,AFFG7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.4,14.6,8.12,8.12,1123
06/11/2021,AFFGC100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.95,14.1,8.09,8.12,336
06/11/2021,AFFGL100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.19,13.7,8.11,8.12,748
06/11/2021,AFFGR100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.87,13.9,8.08,8.11,373
06/11/2021,AFFGZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5,13.9,8.13,8.1,356
06/11/2021,AFFH0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.51,14.7,8.14,8.18,493
06/11/2021,AFFH1100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.46,14.1,8.08,8.12,428
06/11/2021,AFFHE100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.84,14.6,8.08,8.11,482
06/11/2021,AFFHJ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.4,13.7,8.15,8.11,482
06/11/2021,AFFHK100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.67,13.3,8.07,8.12,565
06/11/2021,AFFHN100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.09,14.1,8.13,8.18,574
06/11/2021,AFFHV100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.95,14,8.16,8.18,378
06/11/2021,AFFJ5100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.42,14.6,8.14,8.15,401
06/11/2021,AFFJ9100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.02,13.2,8.11,8.12,397
06/11/2021,AFFJC100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.17,13.7,8.14,8.15,388
06/11/2021,AFFK5100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.01,13.6,8.15,8.14,971
06/11/2021,AFFK5100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.45,13.6,8.15,8.14,971
06/11/2021,AFFKG100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.97,15.2,8.07,8.09,440
06/11/2021,AFFLE100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.71,14.7,8.14,8.16,503
06/11/2021,AFFLM100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.68,14.8,8.08,8.12,645
06/11/2021,AFFM2100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.81,13.2,8.13,8.08,455
06/11/2021,AFFMK100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.21,13.7,8.16,8.14,450
06/11/2021,AFFMN100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.2,13.8,8.08,8.09,578
06/11/2021,AFFFY100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.36,14.4,8.13,8.11,482
06/11/2021,AFFG8100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.38,14.5,8.13,8.16,616
06/11/2021,AFFGD100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.33,14.1,8.12,8.12,398
06/11/2021,AFFGP100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.5,14.2,8.07,8.09,453
06/11/2021,AFFGQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.33,14.2,8.09,8.12,405
06/11/2021,AFFGT100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.79,14.6,8.13,8.13,529
06/11/2021,AFFGV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.56,14.8,8.08,8.11,739
06/11/2021,AFFGV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.88,14.8,8.08,8.11,739
06/11/2021,AFFGV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.06,14.8,8.08,8.11,739
06/11/2021,AFFGV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.89,14.8,8.08,8.11,739
06/11/2021,AFFHB100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.39,14.8,8.08,8.1,390
06/11/2021,AFFJ0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.98,14.5,8.13,8.11,701
06/11/2021,AFFJ0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.97,14.5,8.13,8.11,701
06/11/2021,AFFJ0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.37,14.5,8.13,8.11,701
06/11/2021,AFFJL100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.65,13.7,8.15,8.18,394
06/11/2021,AFFJW100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.09,13.6,8.16,8.17,1217
06/11/2021,AFFKB100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.87,13.6,8.15,8.15,415
06/11/2021,AFFKJ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.49,14.7,8.11,8.12,384
06/11/2021,AFFL4100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.69,14.6,8.15,8.14,582
06/11/2021,AFFL9100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.35,14.7,8.09,8.1,460
06/11/2021,AFFM6100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.1,13.8,8.1,8.17,520
06/11/2021,AFFM7100860536PCA1192K8A0PMPPP00AP0PP000000       ,7.05,14.6,8.07,8.15,461
06/11/2021,AFFMA100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.39,14.6,8.07,8.15,406
06/11/2021,AFFMB100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.16,14,8.14,8.12,436
06/11/2021,AFFMP100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.34,14.2,8.09,8.12,640
06/11/2021,AFFN0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.49,13.9,8.13,8.17,503
06/11/2021,AFFNE100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.32,13.7,8.08,8.12,502
06/11/2021,AFFNF100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.39,13.4,8.07,8.15,418
06/11/2021,AFFNX100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.5,14,8.13,8.11,474
06/11/2021,AFFPG100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.52,13.2,8.07,8.14,564
06/11/2021,AFFQ6100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.72,14.5,8.08,8.15,380
06/11/2021,AFFQL100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.45,14.3,8.08,8.14,331
06/11/2021,AFFQQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.63,14.5,8.08,8.16,455
06/11/2021,AFFQW100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.03,14.1,8.15,8.16,494
06/11/2021,AFFQY100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.41,14.4,8.14,8.16,442
06/11/2021,AFFQZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.96,13.8,8.07,8.15,617
06/11/2021,AFFRH100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.95,15.3,8.08,8.17,452
06/11/2021,AFFRQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.61,13.3,8.15,8.16,752
06/11/2021,AFFRQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.52,13.3,8.15,8.16,752
06/11/2021,AFFRY100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.7,15.1,8.07,8.11,394
06/11/2021,AFFSH100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.59,13.7,8.14,8.1,1055
06/11/2021,AFFSJ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.72,14.2,8.13,8.14,771
06/11/2021,AFFSV100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.89,15.1,8.13,8.12,443
06/11/2021,AFFSX100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.14,13.5,8.11,8.17,721
06/11/2021,AFFHC100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.89,14.2,8.13,8.16,435
06/11/2021,AFFHF100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.03,13.5,8.14,8.18,397
06/11/2021,AFFJ3100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.99,13.3,8.13,8.12,502
06/11/2021,AFFJE100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.9,13.5,8.07,8.1,384
06/11/2021,AFFJN100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.25,13.4,8.15,8.18,420
06/11/2021,AFFJS100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.68,13.4,8.13,8.09,523
06/11/2021,AFFJZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.03,14.5,8.16,8.18,476
06/11/2021,AFFK6100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.02,14,8.15,8.17,456
06/11/2021,AFFK9100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.12,13.9,8.13,8.11,423
06/11/2021,AFFKV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.32,14,8.12,8.15,496
06/11/2021,AFFKZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.39,13.9,8.11,8.16,905
06/11/2021,AFFM9100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.62,14.9,8.15,8.13,381
06/11/2021,AFFME100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.45,14.5,8.07,8.16,784
06/11/2021,AFFMQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.22,14.5,8.08,8.12,788
06/11/2021,AFFMS100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.46,13.8,8.07,8.12,441
06/11/2021,AFFMY100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.59,13.4,8.15,8.12,780
06/11/2021,AFFNP100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.42,14.6,8.14,8.11,450
06/11/2021,AFFNS100860536PCA1192K8A0PMPPP00AP0PP000000       ,7.32,14.8,8.08,8.11,422
06/11/2021,AFFP4100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.7,14,8.07,8.17,457
06/11/2021,AFFP5100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.9,14,8.14,8.14,670
06/11/2021,AFFP7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.38,14,8.1,8.16,629
06/11/2021,AFFP8100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.03,14.3,8.14,8.15,304
06/11/2021,AFFPH100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.75,14.5,8.13,8.12,610
06/11/2021,AFFPS100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.8,14.5,8.09,8.11,475
06/11/2021,AFFR7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.39,14.5,8.1,8.17,349
06/11/2021,AFFR8100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.66,15,8.14,8.16,582
06/11/2021,AFFR9100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.5,14.4,8.13,8.12,469
06/11/2021,AFFRF100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.01,14.2,8.07,8.12,496
06/11/2021,AFFRM100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.05,15.2,8.15,8.13,376
06/11/2021,AFFRN100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.07,14.5,8.15,8.17,419
06/11/2021,AFFRW100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.31,14.3,8.15,8.17,530
06/11/2021,AFFS0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.91,14.6,8.07,8.12,351
06/11/2021,AFFS4100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.16,14.1,8.1,8.12,438
06/11/2021,AFFS7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.35,14.6,8.15,8.14,738
06/11/2021,AFFS7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.54,14.6,8.15,8.14,738
06/11/2021,AFFS7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.33,14.6,8.15,8.14,738
06/11/2021,AFFS7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.97,14.6,8.15,8.14,738
06/11/2021,AFFSR100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.76,14.3,8.1,8.17,505
06/11/2021,AFFSS100860536PCA1192K8A0PMPPP00AP0PP000000       ,7.36,14.7,8.12,8.12,600
06/11/2021,AFFSW100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.52,14,8.15,8.15,642
06/11/2021,AFFT4100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.89,14.7,8.08,8.16,518
06/11/2021,AFFTB100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.71,13.3,8.07,8.11,412
06/11/2021,AFFTC100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.14,14,8.07,8.14,436
06/11/2021,AFFTZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,7,15.1,8.13,8.16,465
06/11/2021,AD434100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.75,14,8.16,8.14,470
06/11/2021,AD43D100860536PCA7182K8A0PMPPP00AP0PP000000       ,6.56,14.4,8.12,8.12,533
06/11/2021,AD43H100860536PCA7182K8A0PMPPP00AP0PP000000       ,5.68,13.8,8.1,8.12,478
06/11/2021,AFFFV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.46,14.9,8.11,8.12,485
06/11/2021,AFFG2100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.6,14.6,8.09,8.09,509
06/11/2021,AFFG5100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.15,12.9,8.14,8.12,456
06/11/2021,AFFGB100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.61,13.5,8.15,8.18,504
06/11/2021,AFFGG100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.95,13.2,8.07,8.09,358
06/11/2021,AFFGH100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.49,14,8.13,8.17,388
06/11/2021,AFFGK100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.46,14,8.12,8.09,871
06/11/2021,AFFGK100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.65,14,8.12,8.09,871
06/11/2021,AFFGK100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.44,14,8.12,8.09,871
06/11/2021,AFFGN100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.19,13.6,8.15,8.14,561
06/11/2021,AFFGW100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.67,13.8,8.15,8.16,369
06/11/2021,AFFH2100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.18,14.8,8.14,8.16,1085
06/11/2021,AFFH4100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.39,13.9,8.12,8.09,580
06/11/2021,AFFHG100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.33,14.2,8.1,8.12,531
06/11/2021,AFFHR100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.54,13.6,8.16,8.17,373
06/11/2021,AFFHZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.91,13.9,8.14,8.17,488
06/11/2021,AFFJH100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.08,14.6,8.07,8.09,468
06/11/2021,AFFK1100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.93,13.9,8.1,8.12,430
06/11/2021,AFFK2100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.38,13.8,8.08,8.12,374
06/11/2021,AFFKF100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.14,13.1,8.11,8.12,800
06/11/2021,AFFKR100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.98,14.7,8.15,8.14,839
06/11/2021,AFFL1100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.14,14,8.14,8.14,436
06/11/2021,AFFLC100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.35,13.5,8.13,8.17,522
06/11/2021,AFFLJ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.4,14.6,8.14,8.16,793
06/11/2021,AFFLQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.68,14.6,8.1,8.13,482
06/11/2021,AFFLS100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.69,14.6,8.07,8.13,562
06/11/2021,AFFM3100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.36,13.6,8.07,8.12,360
06/11/2021,AFFM4100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.98,13.8,8.16,8.12,446
06/11/2021,AFFMD100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.83,13.6,8.14,8.15,763
06/11/2021,AFFMF100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.21,14.3,8.11,8.17,439
06/11/2021,AFFN5100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.3,13.9,8.08,8.12,493
06/11/2021,AFFN6100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.38,13.8,8.14,8.16,383
06/11/2021,AFFNZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,7.41,14.3,8.15,8.15,413
06/11/2021,AFFPK100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.22,13.8,8.15,8.17,510
06/11/2021,AFFQJ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.45,14.3,8.11,8.17,299
06/11/2021,AFFR1100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.27,14.6,8.12,8.16,781
06/11/2021,AFFR3100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.73,14.7,8.09,8.14,420
06/11/2021,AFFR6100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.46,14,8.08,8.13,415
06/11/2021,AFFRD100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.67,14.6,8.14,8.13,548
06/11/2021,AFFS2100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.27,14.1,8.15,8.17,392
06/11/2021,AFFS5100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.34,14.1,8.15,8.11,377
06/11/2021,AFFFR100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.21,15,8.13,8.18,489
06/11/2021,AFFFT100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.21,14.2,8.13,8.17,417
06/11/2021,AFFG0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.21,13.2,8.13,8.17,415
06/11/2021,AFFG1100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.6,14.6,8.13,8.11,404
06/11/2021,AFFG3100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.88,13.8,8.14,8.13,842
06/11/2021,AFFGA100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.33,14.3,8.16,8.12,426
06/11/2021,AFFH6100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.8,13.8,8.16,8.14,638
06/11/2021,AFFHD100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.35,13.5,8.13,8.12,564
06/11/2021,AFFHH100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.82,13.8,8.14,8.17,460
06/11/2021,AFFHW100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.36,14.3,8.13,8.1,441
06/11/2021,AFFJ8100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.59,13.7,8.15,8.18,343
06/11/2021,AFFJA100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.13,14,8.16,8.13,484
06/11/2021,AFFJJ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.63,14.4,8.16,8.18,399
06/11/2021,AFFJM100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.59,13.9,8.12,8.12,416
06/11/2021,AFFJP100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.97,14,8.12,8.09,523
06/11/2021,AFFJQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.15,14.5,8.12,8.12,485
06/11/2021,AFFJR100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.07,13.7,8.16,8.17,432
06/11/2021,AFFK4100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.68,13.6,8.13,8.11,530
06/11/2021,AFFKC100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.29,14.5,8.13,8.11,554
06/11/2021,AFFKL100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.44,13.5,8.13,8.11,456
06/11/2021,AFFKP100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.77,14.4,8.13,8.16,535
06/11/2021,AFFKX100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.38,14.1,8.15,8.16,496
06/11/2021,AFFKY100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.74,14.4,8.12,8.12,386
06/11/2021,AFFLA100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.87,12.9,8.14,8.15,436
06/11/2021,AFFLN100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.3,14.4,8.15,8.16,434
06/11/2021,AFFLZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.74,14.5,8.14,8.17,369
06/11/2021,AFFM5100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.65,13.9,8.07,8.17,653
06/11/2021,AFFM8100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.78,14.7,8.08,8.16,558
06/11/2021,AFFMZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.35,13.4,8.14,8.13,402
06/11/2021,AFFN1100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.5,14.5,8.11,8.17,880
06/11/2021,AFFN9100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.87,13.7,8.15,8.12,852
06/11/2021,AFFNG100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.22,14.4,8.15,8.16,1023
06/11/2021,AFFNH100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.84,15.3,8.1,8.14,471
06/11/2021,AFFNL100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.03,13.4,8.07,8.12,568
06/11/2021,AFFNN100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.19,13.9,8.13,8.12,561
06/11/2021,AFFNT100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.64,14.7,8.11,8.17,1370
06/11/2021,AFFPA100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.67,13.9,8.1,8.16,536
06/11/2021,AFFPD100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.52,13.6,8.15,8.11,404
06/11/2021,AFFPF100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.29,14.2,8.15,8.14,805
06/11/2021,AFFPR100860536PCA1192K8A0PMPPP00AP0PP000000       ,7.1,15.2,8.1,8.16,695
06/11/2021,AFFPV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.44,14.2,8.14,8.11,433
06/11/2021,AFFPZ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.88,14.6,8.08,8.15,648
06/11/2021,AFFQ5100860536PCA1192K8A0PMPPP00AP0PP000000       ,6,13.8,8.15,8.11,420
06/11/2021,AFFQC100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.35,14.1,8.07,8.13,371
06/11/2021,AFFH5100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.98,13.3,8.15,8.13,595
06/11/2021,AFFHA100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.63,13.9,8.13,8.12,605
06/11/2021,AFFHQ100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.5,14.8,8.16,8.12,391
06/11/2021,AFFHS100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.26,14.1,8.14,8.12,349
06/11/2021,AFFJB100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.61,14.4,8.13,8.13,402
06/11/2021,AFFJD100860536PCA1192K8A0PMPPP00AP0PP000000       ,4.83,13.8,8.1,8.12,407
06/11/2021,AFFJV100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.58,14.2,8.13,8.11,331
06/11/2021,AFFJX100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.63,14.1,8.15,8.18,620
06/11/2021,AFFK7100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.54,14.3,8.15,8.12,463
06/11/2021,AFFKN100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.49,13.7,8.13,8.12,462
06/11/2021,AFFL0100860536PCA1192K8A0PMPPP00AP0PP000000       ,5.32,14.3,8.06,8.14,426
06/11/2021,AFFL6100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.44,14.7,8.08,8.15,496
06/11/2021,AFFLG100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.26,14.4,8.15,8.15,678
06/11/2021,AFFLK100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.69,14.7,8.15,8.15,661
06/11/2021,AFFLW100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.63,15.2,8.09,8.13,881
06/11/2021,AFFLX100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.14,14,8.15,8.16,411
06/11/2021,AFFM0100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.64,14.9,8.07,8.15,838
06/11/2021,AFFMW100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.25,13.8,8.15,8.16,419
06/11/2021,AFFNA100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.49,13.8,8.12,8.16,705
06/11/2021,AFFNK100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.15,14.4,8.1,8.16,400
06/11/2021,AFFNR100860536PCA1192K8A0PMPPP00AP0PP000000       ,6.04,14.1,8.15,8.16,741
